,Wavelengths:  600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Read Speed: Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Kinetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,T° 600,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0:00:00,24.3,0.08,0.085,0.082,0.082,0.081,0.083,0.082,0.087,0.078,0.138,0.126,0.138,0.13,0.141,0.131,0.083,0.082,0.128,0.129,0.127,0.126,0.129,0.13,0.086,0.081,0.143,0.126,0.145,0.13,0.157,0.128,0.083,0.081,0.127,0.124,0.126,0.126,0.127,0.13,0.087,0.08,0.081,0.081,0.081,0.081,0.08,0.082,0.08
0:30:00,24.2,0.08,0.085,0.082,0.083,0.081,0.083,0.082,0.087,0.079,0.137,0.126,0.138,0.13,0.141,0.132,0.083,0.082,0.13,0.129,0.127,0.126,0.129,0.13,0.086,0.081,0.144,0.126,0.148,0.13,0.16,0.128,0.083,0.081,0.127,0.124,0.126,0.126,0.127,0.13,0.087,0.08,0.082,0.081,0.081,0.082,0.08,0.082,0.08
1:00:00,24.3,0.08,0.086,0.082,0.083,0.081,0.083,0.082,0.087,0.079,0.137,0.126,0.138,0.131,0.14,0.132,0.083,0.082,0.128,0.129,0.127,0.126,0.129,0.13,0.086,0.081,0.146,0.126,0.151,0.13,0.161,0.128,0.084,0.081,0.127,0.125,0.126,0.126,0.127,0.13,0.087,0.08,0.082,0.081,0.081,0.082,0.08,0.082,0.08
1:30:00,24.3,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.087,0.079,0.138,0.126,0.138,0.13,0.141,0.132,0.083,0.082,0.128,0.129,0.127,0.126,0.129,0.13,0.086,0.081,0.15,0.126,0.155,0.13,0.163,0.128,0.083,0.081,0.127,0.125,0.126,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.08
2:00:00,24.4,0.081,0.086,0.082,0.083,0.081,0.083,0.082,0.087,0.079,0.14,0.126,0.14,0.131,0.142,0.131,0.084,0.082,0.128,0.129,0.127,0.126,0.129,0.13,0.086,0.082,0.156,0.126,0.159,0.13,0.171,0.128,0.084,0.081,0.127,0.125,0.126,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.08
2:30:00,24.4,0.08,0.086,0.082,0.083,0.081,0.083,0.082,0.087,0.078,0.142,0.126,0.142,0.13,0.144,0.131,0.084,0.082,0.128,0.129,0.127,0.126,0.129,0.13,0.086,0.081,0.16,0.126,0.164,0.13,0.175,0.128,0.083,0.081,0.127,0.125,0.126,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.081,0.08,0.082,0.08
3:00:00,24.4,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.087,0.079,0.146,0.126,0.146,0.131,0.146,0.131,0.084,0.082,0.128,0.129,0.127,0.126,0.129,0.129,0.085,0.081,0.164,0.126,0.177,0.13,0.186,0.128,0.083,0.081,0.127,0.125,0.126,0.126,0.127,0.13,0.088,0.08,0.082,0.081,0.081,0.081,0.08,0.082,0.08
3:30:00,24.5,0.08,0.086,0.082,0.083,0.081,0.084,0.082,0.087,0.078,0.151,0.126,0.15,0.131,0.15,0.131,0.084,0.082,0.128,0.13,0.127,0.126,0.129,0.13,0.086,0.081,0.168,0.126,0.176,0.13,0.184,0.128,0.083,0.081,0.127,0.125,0.126,0.126,0.127,0.13,0.088,0.08,0.082,0.081,0.081,0.082,0.08,0.082,0.08
4:00:00,24.5,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.087,0.079,0.157,0.126,0.156,0.131,0.155,0.131,0.084,0.082,0.128,0.13,0.127,0.126,0.129,0.13,0.086,0.081,0.171,0.126,0.179,0.13,0.192,0.127,0.083,0.081,0.128,0.125,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.08
4:30:00,24.5,0.081,0.086,0.083,0.083,0.081,0.084,0.082,0.087,0.079,0.164,0.127,0.162,0.131,0.162,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.13,0.086,0.082,0.18,0.127,0.187,0.13,0.195,0.128,0.083,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.08
5:00:00,24.4,0.08,0.086,0.082,0.083,0.081,0.084,0.082,0.087,0.078,0.171,0.127,0.17,0.13,0.169,0.131,0.084,0.082,0.129,0.13,0.127,0.126,0.129,0.129,0.086,0.082,0.188,0.127,0.196,0.13,0.202,0.127,0.083,0.081,0.127,0.125,0.127,0.126,0.127,0.13,0.088,0.08,0.082,0.081,0.081,0.082,0.08,0.082,0.08
5:30:00,24.4,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.088,0.079,0.178,0.127,0.173,0.131,0.175,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.129,0.086,0.082,0.189,0.127,0.196,0.13,0.205,0.128,0.083,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
6:00:00,24.4,0.08,0.086,0.082,0.083,0.081,0.084,0.082,0.087,0.079,0.183,0.127,0.178,0.13,0.181,0.131,0.083,0.081,0.129,0.13,0.127,0.126,0.129,0.129,0.086,0.082,0.193,0.127,0.201,0.13,0.206,0.127,0.084,0.081,0.127,0.125,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.08
6:30:00,24.4,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.088,0.079,0.186,0.127,0.184,0.13,0.187,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.129,0.086,0.081,0.2,0.127,0.207,0.13,0.213,0.127,0.084,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.08
7:00:00,24.5,0.081,0.086,0.083,0.083,0.081,0.084,0.082,0.087,0.079,0.194,0.127,0.187,0.13,0.195,0.131,0.084,0.082,0.129,0.13,0.127,0.126,0.128,0.129,0.086,0.082,0.202,0.127,0.211,0.13,0.223,0.127,0.083,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
7:30:00,24.5,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.088,0.079,0.2,0.127,0.19,0.13,0.201,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.129,0.086,0.082,0.205,0.127,0.217,0.13,0.224,0.128,0.084,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
8:00:00,24.5,0.081,0.086,0.083,0.083,0.081,0.084,0.082,0.088,0.079,0.2,0.127,0.195,0.13,0.209,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.129,0.086,0.082,0.206,0.128,0.219,0.13,0.226,0.128,0.084,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.08,0.083,0.081
8:30:00,24.5,0.08,0.086,0.082,0.083,0.081,0.084,0.082,0.087,0.079,0.204,0.127,0.201,0.13,0.213,0.131,0.084,0.082,0.129,0.13,0.127,0.126,0.128,0.129,0.086,0.082,0.21,0.128,0.225,0.13,0.23,0.127,0.084,0.081,0.128,0.126,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
9:00:00,24.5,0.08,0.086,0.082,0.083,0.081,0.084,0.082,0.088,0.079,0.21,0.127,0.207,0.13,0.223,0.131,0.084,0.082,0.129,0.13,0.127,0.126,0.128,0.129,0.086,0.081,0.214,0.128,0.228,0.13,0.236,0.127,0.083,0.081,0.128,0.126,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.083,0.081
9:30:00,24.4,0.081,0.086,0.083,0.083,0.081,0.084,0.082,0.091,0.079,0.216,0.127,0.212,0.13,0.233,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.129,0.086,0.082,0.217,0.128,0.234,0.13,0.242,0.127,0.084,0.081,0.128,0.126,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.08,0.082,0.081
10:00:00,24.4,0.08,0.086,0.083,0.083,0.081,0.084,0.082,0.092,0.079,0.225,0.127,0.217,0.13,0.235,0.131,0.084,0.082,0.129,0.13,0.127,0.126,0.128,0.129,0.086,0.082,0.22,0.128,0.234,0.13,0.242,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
10:30:00,24.4,0.081,0.085,0.083,0.083,0.081,0.084,0.082,0.092,0.079,0.228,0.127,0.222,0.13,0.245,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.128,0.129,0.086,0.082,0.22,0.128,0.239,0.13,0.243,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
11:00:00,24.4,0.081,0.086,0.083,0.083,0.081,0.084,0.083,0.092,0.079,0.239,0.127,0.229,0.13,0.253,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.128,0.129,0.086,0.082,0.218,0.129,0.241,0.13,0.24,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.08,0.083,0.081
11:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.247,0.128,0.241,0.13,0.264,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.129,0.129,0.086,0.082,0.22,0.129,0.244,0.131,0.241,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.127,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.083,0.081
12:00:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.082,0.092,0.079,0.247,0.127,0.241,0.13,0.263,0.131,0.084,0.082,0.129,0.13,0.128,0.126,0.128,0.129,0.086,0.082,0.223,0.129,0.249,0.13,0.247,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.082,0.081
12:30:00,24.4,0.081,0.086,0.082,0.083,0.081,0.084,0.082,0.092,0.079,0.261,0.127,0.25,0.13,0.273,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.223,0.129,0.248,0.131,0.245,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.083,0.081
13:00:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.082,0.092,0.079,0.273,0.128,0.256,0.13,0.285,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.222,0.129,0.253,0.131,0.243,0.127,0.084,0.082,0.128,0.127,0.127,0.126,0.127,0.13,0.088,0.082,0.082,0.081,0.081,0.082,0.08,0.083,0.082
13:30:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.275,0.128,0.27,0.13,0.283,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.223,0.129,0.252,0.131,0.246,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.08,0.083,0.082
14:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.288,0.127,0.267,0.13,0.296,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.224,0.129,0.255,0.131,0.246,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.08,0.083,0.082
14:30:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.297,0.128,0.281,0.13,0.307,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.225,0.129,0.261,0.131,0.25,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.089,0.082,0.082,0.081,0.081,0.083,0.081,0.083,0.081
15:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.299,0.128,0.286,0.13,0.314,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.129,0.129,0.086,0.082,0.228,0.13,0.262,0.132,0.254,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.081,0.083,0.082
15:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.308,0.128,0.294,0.13,0.329,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.229,0.13,0.262,0.131,0.255,0.127,0.084,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.089,0.081,0.082,0.081,0.082,0.082,0.08,0.083,0.081
16:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.316,0.127,0.293,0.13,0.334,0.13,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.225,0.129,0.265,0.131,0.255,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.082,0.081,0.082,0.081
16:30:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.324,0.128,0.304,0.13,0.346,0.13,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.224,0.13,0.258,0.132,0.252,0.127,0.084,0.082,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.081,0.082,0.08,0.083,0.082
17:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.32,0.128,0.312,0.13,0.346,0.131,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.087,0.082,0.227,0.13,0.257,0.132,0.258,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.13,0.089,0.081,0.082,0.081,0.082,0.083,0.08,0.083,0.082
17:30:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.334,0.128,0.315,0.13,0.356,0.13,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.228,0.13,0.263,0.132,0.256,0.127,0.085,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.089,0.082,0.082,0.081,0.081,0.083,0.081,0.083,0.081
18:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.344,0.127,0.312,0.13,0.358,0.13,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.229,0.13,0.286,0.132,0.25,0.127,0.085,0.081,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.083,0.081,0.083,0.082
18:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.356,0.127,0.317,0.13,0.364,0.13,0.084,0.082,0.129,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.23,0.13,0.277,0.132,0.251,0.127,0.085,0.081,0.128,0.127,0.127,0.126,0.126,0.129,0.088,0.081,0.082,0.081,0.082,0.082,0.081,0.083,0.082
19:00:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.093,0.079,0.344,0.127,0.331,0.13,0.374,0.13,0.084,0.082,0.13,0.132,0.129,0.126,0.128,0.129,0.086,0.082,0.228,0.13,0.288,0.132,0.25,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.13,0.088,0.081,0.082,0.081,0.082,0.083,0.081,0.083,0.082
19:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.363,0.127,0.335,0.13,0.353,0.13,0.084,0.082,0.13,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.229,0.13,0.289,0.132,0.251,0.127,0.085,0.081,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.082,0.082,0.081,0.082,0.082,0.08,0.083,0.082
20:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.377,0.127,0.339,0.13,0.371,0.13,0.084,0.082,0.13,0.131,0.128,0.126,0.128,0.129,0.086,0.082,0.228,0.13,0.299,0.132,0.249,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.082,0.082,0.081,0.081,0.083,0.081,0.083,0.082
20:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.085,0.083,0.092,0.079,0.382,0.127,0.338,0.13,0.35,0.13,0.084,0.082,0.13,0.132,0.128,0.126,0.128,0.129,0.086,0.082,0.233,0.131,0.305,0.133,0.249,0.127,0.084,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.081,0.082,0.081,0.082,0.082,0.081,0.083,0.082
21:00:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.387,0.127,0.348,0.13,0.359,0.13,0.084,0.082,0.13,0.132,0.129,0.126,0.128,0.129,0.086,0.082,0.233,0.131,0.311,0.133,0.253,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.13,0.089,0.081,0.082,0.081,0.082,0.083,0.081,0.083,0.081
21:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.358,0.127,0.354,0.13,0.367,0.13,0.084,0.082,0.13,0.132,0.129,0.127,0.128,0.129,0.086,0.082,0.229,0.131,0.308,0.133,0.253,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.081,0.082,0.081,0.082,0.082,0.081,0.083,0.081
22:00:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.387,0.127,0.353,0.13,0.369,0.13,0.085,0.082,0.13,0.132,0.129,0.127,0.128,0.129,0.086,0.082,0.218,0.131,0.303,0.133,0.246,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.13,0.089,0.081,0.082,0.081,0.082,0.083,0.081,0.083,0.081
22:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.084,0.083,0.092,0.079,0.395,0.127,0.355,0.13,0.378,0.13,0.084,0.082,0.13,0.132,0.129,0.126,0.128,0.129,0.086,0.082,0.227,0.131,0.293,0.133,0.264,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.081,0.082,0.081,0.082,0.082,0.081,0.083,0.081
23:00:00,24.5,0.081,0.086,0.083,0.083,0.082,0.085,0.083,0.092,0.079,0.375,0.127,0.348,0.13,0.389,0.13,0.085,0.082,0.13,0.132,0.129,0.127,0.128,0.129,0.086,0.082,0.245,0.131,0.29,0.133,0.273,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.081,0.083,0.081,0.082,0.083,0.081,0.083,0.081
23:30:00,24.4,0.081,0.086,0.083,0.083,0.082,0.085,0.083,0.092,0.079,0.402,0.127,0.356,0.13,0.392,0.13,0.085,0.082,0.13,0.132,0.13,0.127,0.128,0.129,0.087,0.082,0.25,0.131,0.293,0.133,0.278,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.081,0.083,0.081,0.082,0.083,0.081,0.083,0.081
24:00:00,24.5,0.08,0.086,0.083,0.083,0.082,0.085,0.083,0.092,0.079,0.408,0.127,0.36,0.13,0.394,0.13,0.084,0.082,0.13,0.132,0.129,0.126,0.128,0.129,0.086,0.082,0.258,0.131,0.295,0.133,0.282,0.127,0.085,0.082,0.128,0.127,0.127,0.126,0.126,0.129,0.089,0.081,0.082,0.081,0.082,0.083,0.081,0.083,0.081
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0.033,-0.033,0.033,0.033,0.033,0.033,0.033,0.1,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:45:00,10:15:00,1:15:00,0:15:00,11:15:00,1:15:00,10:45:00,9:15:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30:00,10:30:00,1:00:00,0:00:00,11:00:00,1:00:00,10:30:00,8:50:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,0.033,-0.967,0.033,0.467,0.033,-0.7,0.033,-0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:15:00,21:15:00,4:15:00,13:15:00,0:45:00,20:15:00,0:15:00,23:45:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:00,?????,4:00:00,8:47:09,0:30:00,?????,0:00:00,?????,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,-0.033,0.067,0.033,0.033,0.033,-0.033,-0.033,-0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:45:00,0:15:00,3:15:00,4:15:00,21:15:00,6:45:00,2:45:00,2:45:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30:00,0:00:00,3:00:00,4:00:00,21:00:00,6:30:00,2:30:00,2:30:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,0.033,0.6,0.033,0.767,0.033,0.6,-0.033,0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:45:00,22:45:00,4:15:00,17:45:00,11:15:00,22:15:00,3:45:00,0:45:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30:00,20:10:00,4:00:00,14:56:05,11:00:00,19:31:40,3:30:00,0:30:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,0.033,0.033,0.033,0.033,0,-0.033,-0.033,0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:45:00,3:45:00,0:45:00,3:45:00,0:15:00,5:45:00,18:15:00,1:15:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30:00,3:30:00,0:30:00,3:30:00,?????,5:30:00,18:00:00,1:00:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,0.033,0.033,0,0.033,0.033,0.033,0.033,0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:15:00,0:15:00,0:15:00,7:45:00,0:15:00,14:15:00,7:45:00,5:15:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:00:00,0:00:00,?????,7:30:00,0:00:00,14:00:00,7:30:00,5:00:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
